loan_reference,payment_amount,payment_date,payment_method,transaction_type,reference_number
JUTEM-00584,2333.34,2024-01-27,cash,Loan Repayment,PMT-00716
JUTEM-00584,2333.34,2024-02-27,cash,Loan Repayment,PMT-00717
JUTEM-00585,933.34,2024-02-03,cash,Loan Repayment,PMT-00718
JUTEM-00585,933.34,2024-03-03,cash,Loan Repayment,PMT-00719
JUTEM-00585,933.34,2024-04-03,cash,Loan Repayment,PMT-00720
JUTEM-00586,2840.0,2024-04-13,cash,Loan Repayment,PMT-00721
JUTEM-00587,6250.0,2022-05-20,cash,Loan Repayment,PMT-00722
JUTEM-00588,13500.0,2022-06-07,cash,Loan Repayment,PMT-00723
JUTEM-00588,13500.0,2022-07-07,cash,Loan Repayment,PMT-00724
JUTEM-00589,4050.0,2022-08-30,cash,Loan Repayment,PMT-00725
JUTEM-00589,4050.0,2022-09-30,cash,Loan Repayment,PMT-00726
JUTEM-00590,3125.0,2022-11-06,cash,Loan Repayment,PMT-00727
JUTEM-00591,8750.0,2023-01-12,cash,Loan Repayment,PMT-00728
JUTEM-00592,27000.0,2023-06-07,cash,Loan Repayment,PMT-00729
JUTEM-00592,27000.0,2023-07-07,cash,Loan Repayment,PMT-00730
JUTEM-00593,17850.0,2023-08-15,cash,Loan Repayment,PMT-00731
JUTEM-00594,11100.0,2023-12-05,cash,Loan Repayment,PMT-00732
JUTEM-00595,17700.0,2024-01-28,cash,Loan Repayment,PMT-00733
JUTEM-00596,8260.0,2024-02-16,cash,Loan Repayment,PMT-00734
JUTEM-00597,23333.34,2025-11-08,cash,Loan Repayment,PMT-00735
JUTEM-00598,46666.66,2025-12-20,cash,Loan Repayment,PMT-00736
JUTEM-00599,23600.0,2026-02-27,cash,Loan Repayment,PMT-00737
JUTEM-00600,7560.0,2026-02-28,cash,Loan Repayment,PMT-00738
JUTEM-00601,41250.0,2025-10-31,cash,Loan Repayment,PMT-00739
JUTEM-00602,14820.0,2025-12-18,cash,Loan Repayment,PMT-00740
JUTEM-00604,125000.0,2023-01-15,cash,Loan Repayment,PMT-00741
JUTEM-00605,78000.0,2022-05-13,cash,Loan Repayment,PMT-00742
JUTEM-00606,14640.0,2022-06-14,cash,Loan Repayment,PMT-00743
JUTEM-00607,248000.0,2022-06-16,cash,Loan Repayment,PMT-00744
JUTEM-00608,36900.0,2022-08-25,cash,Loan Repayment,PMT-00745
JUTEM-00609,145000.0,2022-10-14,cash,Loan Repayment,PMT-00746
JUTEM-00610,125000.0,2022-12-31,cash,Loan Repayment,PMT-00747
JUTEM-00611,13600.0,2021-12-18,cash,Loan Repayment,PMT-00748
JUTEM-00611,13600.0,2022-01-18,cash,Loan Repayment,PMT-00749
JUTEM-00612,10396.0,2022-01-29,cash,Loan Repayment,PMT-00750
JUTEM-00613,107100.0,2025-09-15,cash,Loan Repayment,PMT-00751
JUTEM-00614,146000.0,2024-04-15,cash,Loan Repayment,PMT-00752
JUTEM-00616,18000.0,2024-11-27,cash,Loan Repayment,PMT-00753
JUTEM-00617,11000.0,2021-11-01,cash,Loan Repayment,PMT-00754
JUTEM-00618,25000.0,2021-12-01,cash,Loan Repayment,PMT-00755
JUTEM-00618,21500.0,2021-12-01,cash,Loan Repayment,PMT-00756
JUTEM-00619,11200.0,2021-12-24,cash,Loan Repayment,PMT-00757
JUTEM-00619,11400.0,2021-12-24,cash,Loan Repayment,PMT-00758
JUTEM-00620,34800.0,2021-12-24,cash,Loan Repayment,PMT-00759
JUTEM-00621,18000.0,2022-02-10,cash,Loan Repayment,PMT-00760
JUTEM-00622,24000.0,2022-02-10,cash,Loan Repayment,PMT-00761
JUTEM-00622,23000.0,2022-02-10,cash,Loan Repayment,PMT-00762
JUTEM-00622,22400.0,2022-02-10,cash,Loan Repayment,PMT-00763
JUTEM-00623,35100.0,2022-03-10,cash,Loan Repayment,PMT-00764
JUTEM-00624,35100.0,2022-04-11,cash,Loan Repayment,PMT-00765
JUTEM-00625,46800.0,2022-05-10,cash,Loan Repayment,PMT-00766
JUTEM-00626,16500.0,2022-05-12,cash,Loan Repayment,PMT-00767
JUTEM-00627,34800.0,2022-06-15,cash,Loan Repayment,PMT-00768
JUTEM-00627,34800.0,2023-12-15,cash,Loan Repayment,PMT-00769
JUTEM-00628,22600.0,2022-06-15,cash,Loan Repayment,PMT-00770
JUTEM-00628,22600.0,2022-07-15,cash,Loan Repayment,PMT-00771
JUTEM-00629,5550.0,2022-06-15,cash,Loan Repayment,PMT-00772
JUTEM-00630,93769.08,2023-06-25,cash,Loan Repayment,PMT-00773
JUTEM-00630,93769.08,2023-10-25,cash,Loan Repayment,PMT-00774
JUTEM-00630,93769.08,2023-11-25,cash,Loan Repayment,PMT-00775
JUTEM-00630,93769.08,2023-12-25,cash,Loan Repayment,PMT-00776
JUTEM-00630,93769.08,2024-03-25,cash,Loan Repayment,PMT-00777
JUTEM-00631,93769.08,2023-07-15,cash,Loan Repayment,PMT-00778
JUTEM-00631,93769.08,2023-08-15,cash,Loan Repayment,PMT-00779
JUTEM-00631,93769.08,2023-09-15,cash,Loan Repayment,PMT-00780
JUTEM-00632,100000.0,2023-12-15,cash,Loan Repayment,PMT-00781
JUTEM-00633,21400.0,2024-06-17,cash,Loan Repayment,PMT-00782
JUTEM-00634,112500.0,2024-08-30,cash,Loan Repayment,PMT-00783
JUTEM-00634,112500.0,2024-09-30,cash,Loan Repayment,PMT-00784
JUTEM-00635,132000.0,2024-10-22,cash,Loan Repayment,PMT-00785
JUTEM-00636,100000.0,2024-02-18,cash,Loan Repayment,PMT-00786
JUTEM-00637,87000.0,2021-06-28,cash,Loan Repayment,PMT-00787
JUTEM-00638,120000.0,2021-09-30,cash,Loan Repayment,PMT-00788
JUTEM-00639,70800.0,2021-10-10,cash,Loan Repayment,PMT-00789
JUTEM-00640,61000.0,2021-12-19,cash,Loan Repayment,PMT-00790
JUTEM-00641,27500.0,2022-01-18,cash,Loan Repayment,PMT-00791
JUTEM-00642,112000.0,2022-01-21,cash,Loan Repayment,PMT-00792
JUTEM-00643,33600.0,2022-01-21,cash,Loan Repayment,PMT-00793
JUTEM-00644,56000.0,2022-02-04,cash,Loan Repayment,PMT-00794
JUTEM-00645,27500.0,2022-02-03,cash,Loan Repayment,PMT-00795
JUTEM-00646,88000.0,2022-02-10,cash,Loan Repayment,PMT-00796
JUTEM-00647,117000.0,2022-03-15,cash,Loan Repayment,PMT-00797
JUTEM-00647,116000.0,2024-06-15,cash,Loan Repayment,PMT-00798
JUTEM-00647,117000.0,2024-07-15,cash,Loan Repayment,PMT-00799
JUTEM-00647,117000.0,2025-03-15,cash,Loan Repayment,PMT-00800
JUTEM-00648,35100.0,2022-03-14,cash,Loan Repayment,PMT-00801
JUTEM-00649,57500.0,2022-04-06,cash,Loan Repayment,PMT-00802
JUTEM-00650,56000.0,2022-04-22,cash,Loan Repayment,PMT-00803
JUTEM-00650,57500.0,2022-11-22,cash,Loan Repayment,PMT-00804
JUTEM-00650,52000.0,2023-09-22,cash,Loan Repayment,PMT-00805
JUTEM-00651,23000.0,2022-05-11,cash,Loan Repayment,PMT-00806
JUTEM-00652,77700.0,2022-05-11,cash,Loan Repayment,PMT-00807
JUTEM-00653,17760.0,2022-05-13,cash,Loan Repayment,PMT-00808
JUTEM-00654,57500.0,2022-07-10,cash,Loan Repayment,PMT-00809
JUTEM-00654,59500.0,2022-10-10,cash,Loan Repayment,PMT-00810
JUTEM-00655,46400.0,2022-07-10,cash,Loan Repayment,PMT-00811
JUTEM-00656,45400.0,2022-07-20,cash,Loan Repayment,PMT-00812
JUTEM-00657,56500.0,2022-07-30,cash,Loan Repayment,PMT-00813
JUTEM-00657,57500.0,2022-10-30,cash,Loan Repayment,PMT-00814
JUTEM-00658,113000.0,2022-08-01,cash,Loan Repayment,PMT-00815
JUTEM-00659,115000.0,2022-09-27,cash,Loan Repayment,PMT-00816
JUTEM-00660,21000.0,2022-09-02,cash,Loan Repayment,PMT-00817
JUTEM-00661,59500.0,2022-10-13,cash,Loan Repayment,PMT-00818
JUTEM-00662,23800.0,2022-10-20,cash,Loan Repayment,PMT-00819
JUTEM-00663,292500.0,2022-11-19,cash,Loan Repayment,PMT-00820
JUTEM-00664,57500.0,2022-11-24,cash,Loan Repayment,PMT-00821
JUTEM-00664,57500.0,2023-02-24,cash,Loan Repayment,PMT-00822
JUTEM-00665,69000.0,2022-12-15,cash,Loan Repayment,PMT-00823
JUTEM-00666,230000.0,2022-12-27,cash,Loan Repayment,PMT-00824
JUTEM-00667,29750.0,2023-01-05,cash,Loan Repayment,PMT-00825
JUTEM-00668,402500.0,2023-08-07,cash,Loan Repayment,PMT-00826
JUTEM-00669,460000.0,2023-09-09,cash,Loan Repayment,PMT-00827
JUTEM-00670,585000.0,2023-11-13,cash,Loan Repayment,PMT-00828
JUTEM-00671,172500.0,2023-12-20,cash,Loan Repayment,PMT-00829
JUTEM-00672,228000.0,2024-02-01,cash,Loan Repayment,PMT-00830
JUTEM-00673,116000.0,2024-02-18,cash,Loan Repayment,PMT-00831
JUTEM-00674,240000.0,2024-03-22,cash,Loan Repayment,PMT-00832
JUTEM-00675,56000.0,2024-04-26,cash,Loan Repayment,PMT-00833
JUTEM-00676,714000.0,2024-07-04,cash,Loan Repayment,PMT-00834
JUTEM-00677,35100.0,2024-07-25,cash,Loan Repayment,PMT-00835
JUTEM-00678,99450.0,2024-10-16,cash,Loan Repayment,PMT-00836
JUTEM-00679,1240000.0,2024-12-29,cash,Loan Repayment,PMT-00837
JUTEM-00680,31500.0,2022-03-28,cash,Loan Repayment,PMT-00838
JUTEM-00681,15750.0,2022-03-28,cash,Loan Repayment,PMT-00839
JUTEM-00682,154995.0,2023-09-28,cash,Loan Repayment,PMT-00840
JUTEM-00683,318990.0,2023-10-31,cash,Loan Repayment,PMT-00841
JUTEM-00684,242000.0,2024-08-03,cash,Loan Repayment,PMT-00842
JUTEM-00685,58500.0,2024-11-23,cash,Loan Repayment,PMT-00843
JUTEM-00686,117000.0,2024-11-11,cash,Loan Repayment,PMT-00844
JUTEM-00687,1040000.0,2024-11-23,cash,Loan Repayment,PMT-00845
JUTEM-00688,29250.0,2025-02-15,cash,Loan Repayment,PMT-00846
JUTEM-00689,460000.0,2025-02-05,cash,Loan Repayment,PMT-00847
JUTEM-00690,234000.0,2025-03-18,cash,Loan Repayment,PMT-00848
JUTEM-00691,117000.0,2025-03-24,cash,Loan Repayment,PMT-00849
JUTEM-00692,117700.0,2025-03-07,cash,Loan Repayment,PMT-00850
JUTEM-00693,105000.0,2025-03-07,cash,Loan Repayment,PMT-00851
JUTEM-00694,276120.0,2025-04-24,cash,Loan Repayment,PMT-00852
JUTEM-00695,131300.0,2025-07-03,cash,Loan Repayment,PMT-00853
JUTEM-00696,310750.0,2025-06-13,cash,Loan Repayment,PMT-00854
JUTEM-00697,175500.0,2025-08-04,cash,Loan Repayment,PMT-00855
JUTEM-00698,125000.0,2025-08-18,cash,Loan Repayment,PMT-00856
JUTEM-00699,771030.0,2025-09-13,cash,Loan Repayment,PMT-00857
JUTEM-00700,178500.0,2025-10-08,cash,Loan Repayment,PMT-00858
JUTEM-00701,46400.0,2025-11-29,cash,Loan Repayment,PMT-00859
JUTEM-00702,101000.0,2025-11-20,cash,Loan Repayment,PMT-00860
JUTEM-00703,517500.0,2025-11-05,cash,Loan Repayment,PMT-00861
JUTEM-00704,232000.0,2025-12-30,cash,Loan Repayment,PMT-00862
JUTEM-00705,232000.0,2026-01-11,cash,Loan Repayment,PMT-00863
JUTEM-00706,29000.0,2026-01-18,cash,Loan Repayment,PMT-00864
JUTEM-00709,580000.0,2026-02-14,cash,Loan Repayment,PMT-00865
JUTEM-00710,58000.0,2026-02-28,cash,Loan Repayment,PMT-00866
JUTEM-00711,23200.0,2026-03-18,cash,Loan Repayment,PMT-00867
JUTEM-00712,2500.0,2022-09-25,cash,Loan Repayment,PMT-00868
JUTEM-00713,2750.0,2022-11-06,cash,Loan Repayment,PMT-00869
JUTEM-00714,3600.0,2025-07-31,cash,Loan Repayment,PMT-00870
JUTEM-00715,3250.0,2025-08-30,cash,Loan Repayment,PMT-00871
JUTEM-00715,3250.0,2025-09-30,cash,Loan Repayment,PMT-00872
JUTEM-00715,3250.0,2025-11-30,cash,Loan Repayment,PMT-00873
JUTEM-00716,2400.0,2024-10-26,cash,Loan Repayment,PMT-00874
JUTEM-00717,3000.0,2025-11-27,cash,Loan Repayment,PMT-00875
JUTEM-00718,2640.0,2025-12-25,cash,Loan Repayment,PMT-00876
JUTEM-00719,1968.0,2026-01-24,cash,Loan Repayment,PMT-00877
JUTEM-00720,1161.6,2026-02-26,cash,Loan Repayment,PMT-00878
JUTEM-00722,1000.0,2022-05-02,cash,Loan Repayment,PMT-00879
JUTEM-00723,1000.0,2022-02-01,cash,Loan Repayment,PMT-00880
JUTEM-00724,22860.0,2025-07-25,cash,Loan Repayment,PMT-00881
JUTEM-00725,3600.0,2026-01-26,cash,Loan Repayment,PMT-00882
JUTEM-00726,6000.0,2026-02-25,cash,Loan Repayment,PMT-00883
JUTEM-00728,73160.0,2024-12-05,cash,Loan Repayment,PMT-00884
JUTEM-00729,105420.0,2025-03-30,cash,Loan Repayment,PMT-00885
JUTEM-00730,154700.0,2025-04-28,cash,Loan Repayment,PMT-00886
JUTEM-00732,7100.0,2023-10-27,cash,Loan Repayment,PMT-00887
JUTEM-00732,7100.0,2023-11-27,cash,Loan Repayment,PMT-00888
JUTEM-00732,7100.0,2023-12-27,cash,Loan Repayment,PMT-00889
JUTEM-00733,7100.0,2024-01-24,cash,Loan Repayment,PMT-00890
JUTEM-00733,7100.0,2024-02-24,cash,Loan Repayment,PMT-00891
JUTEM-00733,7100.0,2024-03-24,cash,Loan Repayment,PMT-00892
JUTEM-00733,7100.0,2024-04-24,cash,Loan Repayment,PMT-00893
JUTEM-00733,7100.0,2024-05-24,cash,Loan Repayment,PMT-00894
JUTEM-00733,7100.0,2024-06-24,cash,Loan Repayment,PMT-00895
JUTEM-00735,180000.0,2024-12-24,cash,Loan Repayment,PMT-00896
JUTEM-00736,149800.0,2025-05-24,cash,Loan Repayment,PMT-00897
JUTEM-00738,12100.0,2023-12-13,cash,Loan Repayment,PMT-00898
JUTEM-00739,18150.0,2024-01-30,cash,Loan Repayment,PMT-00899
JUTEM-00740,6150.0,2024-03-13,cash,Loan Repayment,PMT-00900
JUTEM-00741,18450.0,2024-05-04,cash,Loan Repayment,PMT-00901
JUTEM-00742,16543.5,2024-06-04,cash,Loan Repayment,PMT-00902
JUTEM-00743,108000.0,2025-09-15,cash,Loan Repayment,PMT-00903
JUTEM-00744,104720.0,2025-10-17,cash,Loan Repayment,PMT-00904
JUTEM-00745,104192.0,2025-11-07,cash,Loan Repayment,PMT-00905
JUTEM-00746,10500.0,2026-01-23,cash,Loan Repayment,PMT-00906
JUTEM-00746,10500.0,2026-02-23,cash,Loan Repayment,PMT-00907
JUTEM-00748,6250.0,2022-02-24,cash,Loan Repayment,PMT-00908
JUTEM-00749,6250.0,2022-03-24,cash,Loan Repayment,PMT-00909
JUTEM-00749,6100.0,2023-12-24,cash,Loan Repayment,PMT-00910
JUTEM-00750,5140.0,2025-07-15,cash,Loan Repayment,PMT-00911
JUTEM-00751,5140.0,2025-08-22,cash,Loan Repayment,PMT-00912
JUTEM-00752,4080.0,2025-09-22,cash,Loan Repayment,PMT-00913
JUTEM-00753,4440.0,2025-06-03,cash,Loan Repayment,PMT-00914
JUTEM-00754,7320.0,2024-01-24,cash,Loan Repayment,PMT-00915
JUTEM-00755,3750.0,2021-12-03,cash,Loan Repayment,PMT-00916
JUTEM-00756,3750.0,2022-01-09,cash,Loan Repayment,PMT-00917
JUTEM-00757,3750.0,2022-02-11,cash,Loan Repayment,PMT-00918
JUTEM-00757,3660.0,2024-01-11,cash,Loan Repayment,PMT-00919
JUTEM-00758,3750.0,2022-03-28,cash,Loan Repayment,PMT-00920
JUTEM-00759,3750.0,2022-06-15,cash,Loan Repayment,PMT-00921
JUTEM-00760,3125.0,2023-07-30,cash,Loan Repayment,PMT-00922
JUTEM-00760,3550.0,2025-04-30,cash,Loan Repayment,PMT-00923
JUTEM-00760,3550.0,2025-05-30,cash,Loan Repayment,PMT-00924
JUTEM-00760,3550.0,2025-06-30,cash,Loan Repayment,PMT-00925
JUTEM-00761,3750.0,2023-08-30,cash,Loan Repayment,PMT-00926
JUTEM-00761,3660.0,2025-03-30,cash,Loan Repayment,PMT-00927
JUTEM-00762,3750.0,2023-10-07,cash,Loan Repayment,PMT-00928
JUTEM-00762,3660.0,2023-11-07,cash,Loan Repayment,PMT-00929
JUTEM-00763,3660.0,2024-05-25,cash,Loan Repayment,PMT-00930
JUTEM-00764,3660.0,2024-10-21,cash,Loan Repayment,PMT-00931
JUTEM-00764,3660.0,2024-12-21,cash,Loan Repayment,PMT-00932
JUTEM-00764,3660.0,2025-02-21,cash,Loan Repayment,PMT-00933
JUTEM-00766,3313.33,2026-02-28,cash,Loan Repayment,PMT-00934
JUTEM-00767,3660.0,2023-12-10,cash,Loan Repayment,PMT-00935
JUTEM-00768,302500.0,2024-09-25,cash,Loan Repayment,PMT-00936
JUTEM-00769,121000.0,2024-10-27,cash,Loan Repayment,PMT-00937
JUTEM-00770,2000.0,2022-07-02,cash,Loan Repayment,PMT-00938
JUTEM-00771,121000.0,2024-11-21,cash,Loan Repayment,PMT-00939
JUTEM-00772,116880.0,2025-01-05,cash,Loan Repayment,PMT-00940
JUTEM-00773,66000.0,2025-03-14,cash,Loan Repayment,PMT-00941
JUTEM-00774,66000.0,2025-03-21,cash,Loan Repayment,PMT-00942
JUTEM-00775,69000.0,2025-04-25,cash,Loan Repayment,PMT-00943
JUTEM-00776,69000.0,2025-05-09,cash,Loan Repayment,PMT-00944
JUTEM-00777,33350.0,2025-05-23,cash,Loan Repayment,PMT-00945
JUTEM-00778,256000.0,2025-07-29,cash,Loan Repayment,PMT-00946
JUTEM-00779,189540.0,2025-07-30,cash,Loan Repayment,PMT-00947
JUTEM-00780,171000.0,2025-09-28,cash,Loan Repayment,PMT-00948
JUTEM-00780,172500.0,2025-11-28,cash,Loan Repayment,PMT-00949
JUTEM-00780,172500.0,2025-12-28,cash,Loan Repayment,PMT-00950
JUTEM-00781,180000.0,2025-10-23,cash,Loan Repayment,PMT-00951
JUTEM-00782,56000.0,2026-01-13,cash,Loan Repayment,PMT-00952
JUTEM-00784,82040.0,2025-08-24,cash,Loan Repayment,PMT-00953
JUTEM-00785,13000.0,2025-10-26,cash,Loan Repayment,PMT-00954
JUTEM-00786,26000.0,2025-12-28,cash,Loan Repayment,PMT-00955
JUTEM-00787,29500.0,2026-02-06,cash,Loan Repayment,PMT-00956
JUTEM-00789,2750.0,2022-01-18,cash,Loan Repayment,PMT-00957
JUTEM-00790,4375.0,2022-03-16,cash,Loan Repayment,PMT-00958
JUTEM-00791,3500.0,2022-04-26,cash,Loan Repayment,PMT-00959
JUTEM-00792,8400.0,2022-09-25,cash,Loan Repayment,PMT-00960
JUTEM-00793,6750.0,2022-10-25,cash,Loan Repayment,PMT-00961
JUTEM-00794,840.0,2021-07-30,cash,Loan Repayment,PMT-00962
JUTEM-00795,875.0,2021-11-29,cash,Loan Repayment,PMT-00963
JUTEM-00796,625.0,2021-12-29,cash,Loan Repayment,PMT-00964
JUTEM-00797,1150.0,2022-03-31,cash,Loan Repayment,PMT-00965
JUTEM-00798,16977.6,2024-09-13,cash,Loan Repayment,PMT-00966
JUTEM-00799,110523.45,2024-10-24,cash,Loan Repayment,PMT-00967
JUTEM-00800,120000.0,2024-12-15,cash,Loan Repayment,PMT-00968
JUTEM-00801,144000.0,2025-03-30,cash,Loan Repayment,PMT-00969
JUTEM-00803,12000.0,2023-01-13,cash,Loan Repayment,PMT-00970
JUTEM-00804,6250.0,2022-01-07,cash,Loan Repayment,PMT-00971
JUTEM-00805,5310.0,2022-05-15,cash,Loan Repayment,PMT-00972
JUTEM-00805,5310.0,2023-05-15,cash,Loan Repayment,PMT-00973
JUTEM-00806,3125.0,2022-08-25,cash,Loan Repayment,PMT-00974
JUTEM-00807,4375.0,2022-10-21,cash,Loan Repayment,PMT-00975
JUTEM-00808,2400.0,2023-06-25,cash,Loan Repayment,PMT-00976
JUTEM-00809,5625.0,2023-08-18,cash,Loan Repayment,PMT-00977
JUTEM-00810,4600.0,2023-11-10,cash,Loan Repayment,PMT-00978
JUTEM-00811,4130.0,2023-11-30,cash,Loan Repayment,PMT-00979
JUTEM-00812,5750.0,2024-04-13,cash,Loan Repayment,PMT-00980
JUTEM-00813,6000.0,2024-06-21,cash,Loan Repayment,PMT-00981
JUTEM-00814,3125.0,2022-06-18,cash,Loan Repayment,PMT-00982
JUTEM-00815,5175.0,2023-10-18,cash,Loan Repayment,PMT-00983
JUTEM-00816,3062.01,2022-02-20,cash,Loan Repayment,PMT-00984
JUTEM-00817,2500.0,2022-04-17,cash,Loan Repayment,PMT-00985
JUTEM-00818,1750.05,2022-04-25,cash,Loan Repayment,PMT-00986
JUTEM-00819,3570.0,2022-07-24,cash,Loan Repayment,PMT-00987
JUTEM-00820,4375.0,2022-12-21,cash,Loan Repayment,PMT-00988
JUTEM-00820,4130.0,2023-12-21,cash,Loan Repayment,PMT-00989
JUTEM-00821,5000.0,2023-04-06,cash,Loan Repayment,PMT-00990
JUTEM-00822,4200.0,2023-09-26,cash,Loan Repayment,PMT-00991
JUTEM-00823,5500.0,2024-01-07,cash,Loan Repayment,PMT-00992
JUTEM-00823,5600.0,2024-12-07,cash,Loan Repayment,PMT-00993
JUTEM-00824,5600.0,2024-07-09,cash,Loan Repayment,PMT-00994
JUTEM-00825,11600.0,2024-08-20,cash,Loan Repayment,PMT-00995
JUTEM-00826,6100.0,2024-09-24,cash,Loan Repayment,PMT-00996
JUTEM-00827,5750.0,2024-10-20,cash,Loan Repayment,PMT-00997
JUTEM-00828,3950.1,2024-11-15,cash,Loan Repayment,PMT-00998
JUTEM-00829,7650.3,2025-01-24,cash,Loan Repayment,PMT-00999
JUTEM-00830,5400.0,2025-02-11,cash,Loan Repayment,PMT-01000
JUTEM-00830,5500.0,2025-04-11,cash,Loan Repayment,PMT-01001
JUTEM-00831,7085.0,2025-03-09,cash,Loan Repayment,PMT-01002
JUTEM-00832,5500.0,2025-04-27,cash,Loan Repayment,PMT-01003
JUTEM-00833,14950.0,2025-06-04,cash,Loan Repayment,PMT-01004
JUTEM-00834,6900.0,2025-07-02,cash,Loan Repayment,PMT-01005
JUTEM-00835,17400.0,2025-08-03,cash,Loan Repayment,PMT-01006
JUTEM-00836,5500.0,2025-08-31,cash,Loan Repayment,PMT-01007
JUTEM-00837,19550.0,2025-10-03,cash,Loan Repayment,PMT-01008
JUTEM-00838,46000.0,2025-10-28,cash,Loan Repayment,PMT-01009
JUTEM-00839,5500.0,2025-11-24,cash,Loan Repayment,PMT-01010
JUTEM-00840,12000.0,2025-12-05,cash,Loan Repayment,PMT-01011
JUTEM-00841,8330.0,2026-01-16,cash,Loan Repayment,PMT-01012
JUTEM-00843,3125.0,2022-02-10,cash,Loan Repayment,PMT-01013
JUTEM-00844,3125.0,2022-03-02,cash,Loan Repayment,PMT-01014
JUTEM-00845,60000.0,2025-06-21,cash,Loan Repayment,PMT-01015
JUTEM-00846,31250.0,2022-06-05,cash,Loan Repayment,PMT-01016
JUTEM-00847,6250.0,2022-07-23,cash,Loan Repayment,PMT-01017
JUTEM-00848,5000.0,2022-10-13,cash,Loan Repayment,PMT-01018
JUTEM-00848,5000.0,2022-11-13,cash,Loan Repayment,PMT-01019
JUTEM-00849,47600.0,2023-12-28,cash,Loan Repayment,PMT-01020
JUTEM-00850,48400.0,2024-03-26,cash,Loan Repayment,PMT-01021
JUTEM-00851,48400.0,2024-05-03,cash,Loan Repayment,PMT-01022
JUTEM-00852,12000.0,2024-11-25,cash,Loan Repayment,PMT-01023
JUTEM-00853,78000.0,2025-01-26,cash,Loan Repayment,PMT-01024
JUTEM-00854,11500.0,2025-08-13,cash,Loan Repayment,PMT-01025
JUTEM-00855,12000.0,2025-08-04,cash,Loan Repayment,PMT-01026
JUTEM-00856,18000.0,2025-08-25,cash,Loan Repayment,PMT-01027
JUTEM-00856,17700.0,2025-09-25,cash,Loan Repayment,PMT-01028
JUTEM-00858,5000.0,2023-07-26,cash,Loan Repayment,PMT-01029
JUTEM-00859,9600.0,2023-08-27,cash,Loan Repayment,PMT-01030
JUTEM-00860,4800.0,2023-11-28,cash,Loan Repayment,PMT-01031
JUTEM-00861,3600.0,2024-01-26,cash,Loan Repayment,PMT-01032
JUTEM-00862,3375.0,2024-02-26,cash,Loan Repayment,PMT-01033
JUTEM-00862,3375.0,2024-03-26,cash,Loan Repayment,PMT-01034
JUTEM-00863,8100.0,2022-05-01,cash,Loan Repayment,PMT-01035
JUTEM-00864,9600.0,2023-09-27,cash,Loan Repayment,PMT-01036
JUTEM-00865,17550.0,2025-04-24,cash,Loan Repayment,PMT-01037
JUTEM-00866,18600.0,2025-05-24,cash,Loan Repayment,PMT-01038
JUTEM-00867,5850.0,2025-05-24,cash,Loan Repayment,PMT-01039
JUTEM-00868,26900.0,2025-06-23,cash,Loan Repayment,PMT-01040
JUTEM-00869,28800.0,2025-08-24,cash,Loan Repayment,PMT-01041
JUTEM-00870,25024.0,2025-09-24,cash,Loan Repayment,PMT-01042
JUTEM-00871,22452.6,2025-10-24,cash,Loan Repayment,PMT-01043
JUTEM-00872,22370.95,2025-11-23,cash,Loan Repayment,PMT-01044
JUTEM-00873,23834.07,2025-12-23,cash,Loan Repayment,PMT-01045
JUTEM-00874,25109.1,2026-01-24,cash,Loan Repayment,PMT-01046
JUTEM-00876,4165.0,2023-09-30,cash,Loan Repayment,PMT-01047
JUTEM-00876,4200.0,2023-10-30,cash,Loan Repayment,PMT-01048
JUTEM-00876,4200.0,2023-11-30,cash,Loan Repayment,PMT-01049
JUTEM-00877,3000.0,2023-12-28,cash,Loan Repayment,PMT-01050
JUTEM-00878,3866.14,2024-01-27,cash,Loan Repayment,PMT-01051
JUTEM-00878,3866.14,2024-02-27,cash,Loan Repayment,PMT-01052
JUTEM-00878,3866.14,2024-03-27,cash,Loan Repayment,PMT-01053
JUTEM-00879,6050.0,2024-05-28,cash,Loan Repayment,PMT-01054
JUTEM-00879,6050.0,2024-06-28,cash,Loan Repayment,PMT-01055
JUTEM-00879,5850.0,2025-06-28,cash,Loan Repayment,PMT-01056
JUTEM-00879,6000.0,2025-07-28,cash,Loan Repayment,PMT-01057
JUTEM-00880,4666.66,2024-07-30,cash,Loan Repayment,PMT-01058
JUTEM-00880,4666.66,2024-08-30,cash,Loan Repayment,PMT-01059
JUTEM-00880,4666.66,2024-09-30,cash,Loan Repayment,PMT-01060
JUTEM-00880,4666.66,2024-11-30,cash,Loan Repayment,PMT-01061
JUTEM-00880,4666.66,2024-12-30,cash,Loan Repayment,PMT-01062
JUTEM-00880,4666.66,2025-01-30,cash,Loan Repayment,PMT-01063
JUTEM-00881,3025.0,2024-10-30,cash,Loan Repayment,PMT-01064
JUTEM-00882,5400.0,2025-08-30,cash,Loan Repayment,PMT-01065
JUTEM-00883,3025.0,2025-03-28,cash,Loan Repayment,PMT-01066
JUTEM-00884,3025.0,2025-05-28,cash,Loan Repayment,PMT-01067
JUTEM-00885,4550.0,2025-09-30,cash,Loan Repayment,PMT-01068
JUTEM-00885,4550.0,2025-10-30,cash,Loan Repayment,PMT-01069
JUTEM-00886,3600.0,2025-11-30,cash,Loan Repayment,PMT-01070
JUTEM-00887,3250.0,2025-12-30,cash,Loan Repayment,PMT-01071
JUTEM-00887,3250.0,2026-01-30,cash,Loan Repayment,PMT-01072
JUTEM-00888,58000.0,2023-12-24,cash,Loan Repayment,PMT-01073
